"Project"	"Event"	"Data_Source"	"Site_ID"	"Dataset_ID"	"Site_Name_Clean"	"Latitude"	"Longitude"	"Elevation"	"Continent"	"Archive_Type"	"Data_Type"	"Number_Pollen_Samples"	"AgeModel_Source"	"Number_Datings"	"minimum_meanAge"	"maximum_meanAge"	"mean_resolution_meanAge"	"range_meanAge"	"Site_Description"	"Submission_Pollendata"	"Publication_1"	"Publication_DOI_1"	"Publication_2"	"Publication_DOI_2"	"Publication_3"	"Publication_DOI_3"	"Publication_4"	"Publication_DOI_4"	"Publication_5"	"Publication_DOI_5"	"Publication_6"	"Publication_DOI_6"	"Publication_7"	"Publication_DOI_7"	"Publication_8"	"Publication_DOI_8"	"Basin_Area"	"Basin_Source"	"Basin_Comment"
"LegacyPollen_1.0"	"TFT"	"Neotoma"	23804	41243	"Tilbury Fort"	51.45583	0.376111	2	"Europe"	"Peat"	"Raw"	32	"AWI"	4	2182	8497	203.7	6315	"Bog and field. Physiography: Thames valley. Surrounding vegetation: Cultivatd fields in urban area."	NA	"Batchelor, C.R., 2009. Middle Holocene Environmental Changes and the History of Yew (Taxus baccata L.) Woodland in the Lower Thames Valley. Doctoral dissertation. University of London, UK., London, United Kingdom."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"WTP"	"Neotoma"	23818	41276	"Woolwich Trade Park"	51.49167	0.085556	3	"Europe"	"Alluvial/Fluvial"	"Raw"	19	"AWI"	4	2200	6037	213.2	3837	"River Thames. Physiography: Thames valley. Surrounding vegetation: Urban area."	NA	"Batchelor, C.R., 2009. Middle Holocene Environmental Changes and the History of Yew (Taxus baccata L.) Woodland in the Lower Thames Valley. Doctoral dissertation. University of London, UK., London, United Kingdom."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"RAD"	"Neotoma"	23819	41278	"Royal Albert Dock"	51.50778	0.045	5	"Europe"	"Alluvial/Fluvial"	"Raw"	14	"AWI"	2	637	4441	292.6	3804	"River bank. Physiography: Thames valley. Surrounding vegetation: Urban area with parks and gardens."	NA	"Batchelor, C.R., 2009. Middle Holocene Environmental Changes and the History of Yew (Taxus baccata L.) Woodland in the Lower Thames Valley. Doctoral dissertation. University of London, UK., London, United Kingdom."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"GWB"	"Neotoma"	23820	41280	"Beckton"	51.51944	0.058889	4	"Europe"	"Alluvial/Fluvial"	"Raw"	44	"AWI"	5	540	6879	147.4	6339	"Riverine. Physiography: Alluvian Thames floodplain. Surrounding vegetation: Urban area of London."	NA	"Batchelor, C.R., 2009. Middle Holocene Environmental Changes and the History of Yew (Taxus baccata L.) Woodland in the Lower Thames Valley. Doctoral dissertation. University of London, UK., London, United Kingdom."	NA	"Carew, T., Meddens, F., Batchelor, R., Branch, N., Elias, S., Goodburn, D., Vaughan-Williams, A., Webster, L. and Yeomans, L., 2009. Human-environment interactions at the wetland edge in east London: trackways, platforms and Bronze Age responses to environmental change. London and Middlesex Archaeological Society Transactions, 60, pp.1-34."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"WINNEYS"	"Neotoma"	23831	41305	"Winneys Down"	50.62278	-3.94271	517	"Europe"	"Peat"	"Raw"	81	"AWI"	13	123.5	8035	98.9	7911.5	"Mire. Physiography: upland. Surrounding vegetation: moorland and grassland."	"2009-01-01 00:00:00"	"Fyfe, R.M. and Woodbridge, J., 2012. Differences in time and space in vegetation patterning: analysis of pollen data from Dartmoor, UK. Landscape Ecology, 27(5), pp.745-760."	"https://doi.org/10.1007/s10980-012-9726-3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"WINDMILL"	"Neotoma"	23833	41308	"Windmill Rough"	50.97472	-3.63306	263	"Europe"	"Peat"	"Raw"	32	"AWI"	3	198	3405	103.5	3207	"Spring mire. Physiography: shallow depression in lowland. Surrounding vegetation: Cultivated fields and forests."	"2001-01-01 00:00:00"	"Fyfe, R.M., Brown, A.G. and Rippon, S.J., 2004. Characterising the late prehistoric,'Romano-British'and medieval landscape, and dating the emergence of a regionally distinct agricultural system in South West Britain. Journal of Archaeological Science, 31(12), pp.1699-1714."	"https://doi.org/10.1016/j.jas.2004.05.003"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"STONETOR"	"Neotoma"	23834	41310	"Stonetor Brook"	50.65556	-3.91	401	"Europe"	"Peat"	"Raw"	71	"AWI"	8	-39	8893	127.6	8932	"Spring mire. Physiography: upland. Surounding vegetation: grasses with patches of gorse."	"2003-01-01 00:00:00"	"Fyfe, R.M., Bruck, J., Johnston, R., Lewis, H., Roland, T.P. and Wickstead, H., 2008. Historical context and chronology of Bronze Age land enclosure on Dartmoor, UK. Journal of Archaeological Science, 35(8), pp.2250-2261."	"https://doi.org/10.1016/j.jas.2008.02.007"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"NORTHTWI"	"Neotoma"	23838	41320	"North Twitchen Springs"	51.11722	-3.82611	366	"Europe"	"Peat"	"Raw"	59	"AWI"	5	-40	4317	75.1	4357	"Spring mire. Physiography: upland landscape. Surrounding vegetation: Cultivated fields."	"2001-01-01 00:00:00"	"Fyfe, R.M., 2012. Bronze Age landscape dynamics: spatially detailed pollen analysis from a ceremonial complex. Journal of Archaeological Science, 39(8), pp.2764-2773."	"https://doi.org/10.1016/j.jas.2012.04.015"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"MOLECHAM"	"Neotoma"	23840	41323	"Moles Chamber"	51.13944	-3.83278	421	"Europe"	"Peat"	"Raw"	53	"AWI"	6	12	3148	60.3	3136	"Small spring-fed, soligenous mire. Physiography: upland. Surrounding vegetation: Cultivated fields."	"1998-01-01 00:00:00"	"Fyfe, R.M., 2012. Bronze Age landscape dynamics: spatially detailed pollen analysis from a ceremonial complex. Journal of Archaeological Science, 39(8), pp.2764-2773."	"https://doi.org/10.1016/j.jas.2012.04.015"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"MIDNORCO"	"Neotoma"	23842	41326	"Middle North Coombe"	50.93389	-3.43333	122	"Europe"	"Peat"	"Raw"	36	"AWI"	4	-55	3326	96.6	3381	"Spring mire. Physiography: translational slide in upland. Surrounding vegetation: Cultivated fields."	"2001-01-01 00:00:00"	"Fyfe, R.M., Brown, A.G. and Rippon, S.J., 2004. Characterising the late prehistoric,'Romano-British'and medieval landscape, and dating the emergence of a regionally distinct agricultural system in South West Britain. Journal of Archaeological Science, 31(12), pp.1699-1714."	"https://doi.org/10.1016/j.jas.2004.05.003"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"LONGBREA"	"Neotoma"	23844	41329	"Long Breach"	51.06583	-3.6875	345	"Europe"	"Peat"	"Raw"	47	"AWI"	5	-55	6667	146.1	6722	"Valley mire. Physiography: slope. Surounding vegetation: cultivated fields."	"2001-01-01 00:00:00"	"Fyfe, R.M., Brown, A.G. and Rippon, S.J., 2003. Mid-to late-Holocene vegetation history of Greater Exmoor, UK: estimating the spatial extent of human-induced vegetation change. Vegetation History and Archaeobotany, 12(4), pp.215-232."	"https://doi.org/10.1007/s00334-003-0018-3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"LOBBSBOG"	"Neotoma"	23846	41333	"Lobbs Bog"	50.97056	-3.62361	243	"Europe"	"Peat"	"Raw"	48	"AWI"	3	67	2387	49.4	2320	"Valley mire. Physiography: valley. Surrounding vegetation: fields and coniferous plantations."	"2001-01-01 00:00:00"	"Fyfe, R.M., Brown, A.G. and Rippon, S.J., 2004. Characterising the late prehistoric,'Romano-British'and medieval landscape, and dating the emergence of a regionally distinct agricultural system in South West Britain. Journal of Archaeological Science, 31(12), pp.1699-1714."	"https://doi.org/10.1016/j.jas.2004.05.003"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"HARESDOW"	"Neotoma"	23847	41335	"Hares Down"	50.97806	-3.64389	255	"Europe"	"Peat"	"Raw"	39	"AWI"	7	-48	2880	77.1	2928	"Valley mire. Physiography: Step-basin. Surrounding vegetation: Cultivated fields."	"2001-01-01 00:00:00"	"Fyfe, R.M., Brown, A.G. and Rippon, S.J., 2004. Characterising the late prehistoric,'Romano-British'and medieval landscape, and dating the emergence of a regionally distinct agricultural system in South West Britain. Journal of Archaeological Science, 31(12), pp.1699-1714."	"https://doi.org/10.1016/j.jas.2004.05.003"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"HANGINGS"	"Neotoma"	23848	41337	"Hangingstone Hill"	50.65472	-3.95694	598	"Europe"	"Peat"	"Raw"	61	"AWI"	7	-8.5	7373.5	123	7382	"Blanket bog. Physiography: upland. Surounding vegetation: culrivated fields."	NA	"Fyfe, R.M. and Woodbridge, J., 2012. Differences in time and space in vegetation patterning: analysis of pollen data from Dartmoor, UK. Landscape Ecology, 27(5), pp.745-760."	"https://doi.org/10.1007/s10980-012-9726-3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"GOURTE"	"Neotoma"	23849	41339	"Gourte Mires"	51.05444	-3.67833	291	"Europe"	"Peat"	"Raw"	48	"AWI"	4	323	4624	91.5	4301	"Spring-fed mire. Physiography: Upland above a steep-sided valley. Surrounding vegetation: shrubs and cultivated fields."	"2001-01-01 00:00:00"	"Fyfe, R.M., Brown, A.G. and Rippon, S.J., 2003. Mid-to late-Holocene vegetation history of Greater Exmoor, UK: estimating the spatial extent of human-induced vegetation change. Vegetation History and Archaeobotany, 12(4), pp.215-232."	"https://doi.org/10.1007/s00334-003-0018-3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"STOWBEDO"	"Neotoma"	23852	41345	"The Mere Stow Bedon"	52.52944	0.873889	37	"Europe"	"Lake"	"Raw"	107	"AWI"	10	2702	14211	108.6	11509	"Lake. Physiography: Basin. Surrounding vegetation: Cultivated fields, grass."	"1986-01-01 00:00:00"	"Bennett, K.D., 1986. Competitive interactions among forest tree populations in Norfolk, England, during the last 10000 years. New Phytologist, 103(3), pp.603-620."	"https://doi.org/10.1111/j.1469-8137.1986.tb02897.x"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5913.189	"GIS"	"Chenhzi: publication. Lake shapes: l shape unclear"
"LegacyPollen_1.0"	"SAHAMMER"	"Neotoma"	23855	41351	"Saham Mere"	52.58139	0.806389	38	"Europe"	"Lake"	"Raw"	101	"AWI"	10	4825	21001	161.8	16176	"Lake. Physiography: Basin. Surrounding vegetation: Cultivated fields and grassland."	"1987-01-01 00:00:00"	"Bennett, K.D., 1988. Holocene pollen stratigraphy of central East Anglia, England, and comparison of pollen zones across the British Isles. New Phytologist, 109(2), pp.237-253."	"https://doi.org/10.1111/j.1469-8137.1988.tb03712.x"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43222.91	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"SILBERHO"	"Neotoma"	23862	41366	"Silberhohl"	51.90856	10.18141	180	"Europe"	"Peat"	"Raw"	131	"AWI"	4	-37	7487	57.9	7524	"Physiography: paludificated doline."	"1984-01-01 00:00:00"	"Chen, S.H., 1988. Neue Untersuchungen uber die spat-und postglaziale Vegetationsgeschichte im Gebiet zwischen Harz und Leine (BRD). Flora, 181(3-4), pp.147-177."	"https://doi.org/10.1016/S0367-2530(17)30361-4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"LCC"	"Neotoma"	23869	41380	"Little Cheyne Court Walland marsh"	50.96278	0.83	3	"Europe"	"Peat"	"Raw"	47	"AWI"	4	891	5527	100.8	4636	"Marsh. Physiography: marshland. Surounding vegetation: cuitivated fields."	NA	"Waller, M.P., Long, A.J., Long, D. and Innes, J.B., 1999. Patterns and processes in the development of coastal mire vegetation: multi-site investigations from Walland Marsh, Southeast England. Quaternary Science Reviews, 18(12), pp.1419-1444."	"https://doi.org/10.1016/S0277-3791(98)00072-9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"HOPEFARM"	"Neotoma"	23870	41382	"Hope farm Walland marsh"	51.01778	0.835556	2	"Europe"	"Peat"	"Raw"	37	"AWI"	4	1538	5424	107.9	3886	"Marsh. Physiography: marshland. Surrounding vegetation: cultivated fields."	NA	"Waller, M.P., Long, A.J., Long, D. and Innes, J.B., 1999. Patterns and processes in the development of coastal mire vegetation: multi-site investigations from Walland Marsh, Southeast England. Quaternary Science Reviews, 18(12), pp.1419-1444."	"https://doi.org/10.1016/S0277-3791(98)00072-9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"HMS"	"Neotoma"	23871	41384	"Horsemarsh Sewer"	51.05194	0.826667	0	"Europe"	"Peat"	"Raw"	49	"AWI"	7	3214	6454	67.5	3240	"Marsh. Physiography: marshland. Surrounding vegetation: cultivated fields."	NA	"Waller, M.P., Long, A.J., Long, D. and Innes, J.B., 1999. Patterns and processes in the development of coastal mire vegetation: multi-site investigations from Walland Marsh, Southeast England. Quaternary Science Reviews, 18(12), pp.1419-1444."	"https://doi.org/10.1016/S0277-3791(98)00072-9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"BAL1"	"Neotoma"	23873	41389	"Balladrum"	46.15919	8.74872	390	"Europe"	"Peat"	"Raw"	15	"AWI"	4	10384	16155	412.2	5771	"Mire covered with Carex acutiformis. Castanea sativa stands on the adjacent slopes."	NA	"Hofstetter, S., Tinner, W., Valsecchi, V., Carraro, G. and Conedera, M., 2006. Lateglacial and Holocene vegetation history in the Insubrian Southern Alps-new indications from a small-scale site. Vegetation history and archaeobotany, 15(2), pp.87-98."	"https://doi.org/10.1007/s00334-005-0005-y"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"LUDERHO1"	"Neotoma"	23867	41399	"Luderholz"	51.67405	10.31514	228	"Europe"	"Lake"	"Raw"	35	"AWI"	3	-49	13908	410.5	13957	"Pond. Physiography: sink-hole"	NA	"Chen, S.H., 1988. Neue Untersuchungen uber die spat-und postglaziale Vegetationsgeschichte im Gebiet zwischen Harz und Leine (BRD). Flora, 181(3-4), pp.147-177."	"https://doi.org/10.1016/S0367-2530(17)30361-4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2153.042	"Google Earth"	"sinkhole"
"LegacyPollen_1.0"	"BAL2"	"Neotoma"	23873	41401	"Balladrum"	46.15919	8.74872	390	"Europe"	"Peat"	"Raw"	75	"AWI"	7	-30	14085	190.7	14115	"Mire covered with Carex acutiformis. Castanea sativa stands on the adjacent slopes."	NA	"Hofstetter, S., Tinner, W., Valsecchi, V., Carraro, G. and Conedera, M., 2006. Lateglacial and Holocene vegetation history in the Insubrian Southern Alps-new indications from a small-scale site. Vegetation history and archaeobotany, 15(2), pp.87-98."	"https://doi.org/10.1007/s00334-005-0005-y"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"LOSUNAR"	"Neotoma"	23882	41411	"Le Loch Sunart"	56.66667	-5.86667	0	"Europe"	"Marine"	"Raw"	68	"AWI"	3	-49	14796	221.6	14845	"Median basin of the 3 others. Physiography: Fjord-style sea lochs (Loch Sunart). Surrounding vegetation: grassland."	"2004-01-01 00:00:00"	"Mokeddem, Z., Baltzer, A., Clet-Pellerin, M., Walter-Simonnet, A.V., Bates, R., Balut, Y. and Bonnot-Courtois, C., 2007. Fluctuations climatiques enregistrees depuis 20 000 ans dans le remplissage sedimentaire du loch Sunart (Nord-Ouest de l'Ecosse). Comptes Rendus Geoscience, 339(2), pp.150-160."	"https://doi.org/10.1016/j.crte.2006.11.004"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"LLYN-JL_neotoma"	"Neotoma"	23885	41417	"Llyn Gwernan"	52.72556	-3.92139	165	"Europe"	"Peat"	"Raw"	66	"AWI"	7	11612	15911	66.1	4299	"Bog close to a small lake. Physiography: Within a steep-sided rock basin. Surrounding vegetation: Peat bog."	NA	"Lowe, J.J. and Lowe, S., 1989. Interpretation of the pollen stratigraphy of Late Devensian lateglacial and early Flandrian sediments at Llyn Gwernan, near Cader Idris, North Wales. New Phytologist, 113(3), pp.391-408."	"https://doi.org/10.1111/j.1469-8137.1989.tb02417.x"	"Lowe, J.J., Lowe, S., Fowler, A.J., Hedges, R.E. and Austin, T.J., 1988. Comparison of accelerator and radiometric radiocarbon measurements obtained from Late Devesian Lateglacial lake sediments from Llyn Gwernan, North Wales, UK. Boreas, 17(3), pp.355-369."	"https://doi.org/10.1111/j.1502-3885.1988.tb00968.x"	"Lowe, S., 1981. Radiocarbon dating and stratigraphic resolution in Welsh lateglacial chronology. Nature, 293(5829), pp.210-212."	"https://doi.org/10.1038/293210a0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47039.45	"FIXED_100"	"Chenhzi: publication. Lake shapes: l Why classified as lake? Bog close to lake according to Neotoma."
"LegacyPollen_1.0"	"ENDINBIR"	"Neotoma"	23884	41419	"Endinger Bruch"	54.24831	12.89234	19	"Europe"	"Peat"	"Raw"	231	"AWI"	14	4412	15241	47.1	10829	"Endinger Bruch is a large alder carr within the till plains. The area consists of a basin with a diameter of approx. 1 km that includes a 15-m-deep kettle hole and several smaller basins."	NA	"Barthelmes, A., de Klerk, P., Prager, A., Theuerkauf, M., Unterseher, M. and Joosten, H., 2012. Expanding NPP analysis to eutrophic and forested sites: Significance of NPPs in a Holocene wood peat section (NE Germany). Review of Palaeobotany and Palynology, 186, pp.22-37."	"https://doi.org/10.1016/j.revpalbo.2012.07.007"	"De Klerk, P., 2002. Changing vegetation patterns in the Endinger Bruch area (Vorpommern, NE Germany) during the Weichselian Lateglacial and early Holocene. Review of Palaeobotany and Palynology, 119(3-4), pp.275-309."	"https://doi.org/10.1016/S0034-6667(01)00103-8"	"De Klerk, P., 2017. Contributions to the European Pollen Database. 31. Endinger Bruch 'Hoher Birkengraben'(NE Germany): from lake to carr. Grana, 56(2), pp.155-157."	"https://doi.org/10.1080/00173134.2016.1145733"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"PANBRI"	"Neotoma"	23886	41421	"Pannel Bridge"	50.90583	0.675278	3	"Europe"	"Peat"	"Raw"	143	"AWI"	8	256	11581	79.8	11325	"Recently abandoned pasture, former fen. Physiography: Steep surrounding slopes from 3m to 50m. Surrounding vegetation: Euparium cannabinum, Rubus and Urtica."	"1983-11-01 00:00:00"	"Waller, M.P., 1987. The Flandrian vegetational history and environmental development of the Brede and Panel Valleys East Sussex. Doctoral dissertation. Polytechnic of North London, London, United Kingdom."	NA	"Waller, M.P., 1993. Flandrian vegetational history of southeastern England. Pollen data from Pannel Bridge, East Sussex. New Phytologist, 124(2), pp.345-369."	"https://doi.org/10.1111/j.1469-8137.1993.tb03825.x"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"BRETAYE16"	"Neotoma"	14581	41426	"Lac de Bretaye"	46.32603	7.07212	1780	"Europe"	"Lake"	"Raw"	75	"AWI"	10	-57	11593	157.4	11650	"One minor inflow and no surface outflow. Some patches of Picea abies and scattered individuals of Larix decidua, Pinus cembra and Acer pseudoplatanus. Otherwise, dominance of subalpine and alpine meadows with subalpine shrubs (Alnus viridis, Juniperus communis, Rhododendron hirsutum)."	"2012-09-01 00:00:00"	"Thole, L., Schworer, C., Colombaroli, D., Gobet, E., Kaltenrieder, P., van Leeuwen, J. and Tinner, W., 2016. Reconstruction of Holocene vegetation dynamics at Lac de Bretaye, a high-mountain lake in the Swiss Alps. The Holocene, 26(3), pp.380-396."	"https://doi.org/10.1177/0959683615609746"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36337.63	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"NACHTIGA"	"Neotoma"	23889	41435	"Nachtigall"	51.80851	9.40223	95	"Europe"	"Alluvial/Fluvial"	"Raw"	194	"AWI"	3	12000	226812	1113	214812	"Bank of Weser river. Physiography: Basin. Surrounding vegetation: Cultivated fields, forest."	"1998-07-28 00:00:00"	"Kleinmann, A., Muller, H., Lepper, J. and Waas, D., 2011. Nachtigall: A continental sediment and pollen sequence of the Saalian Complex in NW-Germany and its relationship to the MIS-framework. Quaternary international, 241(1-2), pp.97-110."	"https://doi.org/10.1016/j.quaint.2010.10.005"	"Waas, D., Kleinmann, A. and Lepper, J., 2011. Uranium-series dating of fen peat horizons from pit Nachtigall in northern Germany. Quaternary International, 241(1-2), pp.111-124."	"https://doi.org/10.1016/j.quaint.2010.09.010"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"MD042845"	"Neotoma"	23895	41446	"Bay of Biscay"	45.35	-5.21667	-4100	"Europe"	"Marine"	"Raw"	149	"Neotoma_Cal BP age"	7	31848	143279	752.9	111431	"Deep Sea Benthic. Physiography: Seamount Dome Gascogne."	NA	"Sanchez-Goni, M.F., Landais, A., Fletcher, W.J., Naughton, F., Desprat, S. and Duprat, J., 2008. Contrasting impacts of Dansgaard-Oeschger events over a western European latitudinal transect modulated by orbital parameters. Quaternary Science Reviews, 27(11-12), pp.1136-1151."	"https://doi.org/10.1016/j.quascirev.2008.03.003"	"Sanchez-Goni, M.F., Bard, E., Landais, A., Rossignol, L. and d'Errico, F., 2013. Air-sea temperature decoupling in western Europe during the last interglacial-glacial transition. Nature Geoscience, 6(10), pp.837-841."	"https://doi.org/10.1038/ngeo1924"	"Sanchez-Goni, M.F., Bakker, P., Desprat, S., Carlson, A.E., Van Meerbeeck, C.J., Peyron, O., Naughton, F., Fletcher, W.J., Eynaud, F., Rossignol, L. and Renssen, H., 2012. European climate optimum and enhanced Greenland melt during the Last Interglacial. Geology, 40(7), pp.627-630."	"https://doi.org/10.1130/G32908.1"	"Sanchez-Goni, M.F., Bakker, P., Desprat, S., Carlson, A.E., Van Meerbeeck, C.J., Peyron, O., Naughton, F., Fletcher, W.J., Eynaud, F., Rossignol, L. and Renssen, H., 2012. European climate optimum and enhanced Greenland melt during the Last Interglacial. Geology, 40(7), pp.627-630."	"https://doi.org/10.1130/G32908.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"LAU_neotoma"	"Neotoma"	23896	41448	"Lauenensee"	46.39684	7.33143	1381	"Europe"	"Lake"	"Raw"	126	"AWI"	12	-26	14495	116.2	14521	"The lake consists of two basins connected with a small channel. The core was retrieved from the larger one. Several small inlets flow into the lake or the surrounding mire. One small outflow stream. Launensee lies at the transition between the montane and subapine vegetation belts. The main forest tree species is Picea abies, with occasional presence of Alnus incana, Acer pseudoplatanus and Betula pubescens."	"2011-05-01 00:00:00"	"Rey, F., Schworer, C., Gobet, E., Colombaroli, D., van Leeuwen, J.F., Schleiss, S. and Tinner, W., 2013. Climatic and human impacts on mountain vegetation at Lauenensee (Bernese Alps, Switzerland) during the last 14,000 years. The Holocene, 23(10), pp.1415-1427."	"https://doi.org/10.1177/0959683613489585"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82438.09	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"FEL1"	"Neotoma"	23898	41453	"Felchowsee"	53.05513	14.13067	35	"Europe"	"Lake"	"Raw"	106	"AWI"	7	435	5831	51.4	5396	"Proglacial circular lake. Physiography: end moraine area of the Pomeranian substage. Vegetation formation: Transition between rich beech forests and continental oak-hornbeam forests."	"1996-01-01 00:00:00"	"Jahns, S., 2000. Late-glacial and Holocene woodland dynamics and land-use history of the Lower Oder valley, north-eastern Germany, based on two, AMS 14C-dated, pollen profiles. Vegetation History and Archaeobotany, 9(2), pp.111-123."	"https://doi.org/10.1007/BF01300061"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1182314	"GIS"	"l, LW, L1,"
"LegacyPollen_1.0"	"FEL2"	"Neotoma"	23898	41456	"Felchowsee"	53.05513	14.13067	35	"Europe"	"Lake"	"Raw"	54	"AWI"	8	5602	13261	144.5	7659	"Proglacial circular lake. Physiography: end moraine area of the Pomeranian substage. Vegetation formation: Transition between rich beech forests and continental oak-hornbeam forests."	"1996-01-01 00:00:00"	"Jahns, S., 2000. Late-glacial and Holocene woodland dynamics and land-use history of the Lower Oder valley, north-eastern Germany, based on two, AMS 14C-dated, pollen profiles. Vegetation History and Archaeobotany, 9(2), pp.111-123."	"https://doi.org/10.1007/BF01300061"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1181469	"GIS"	"l, LW, L1, Shape has Dataset_ID 41453"
"LegacyPollen_1.0"	"ORISURF"	"Neotoma"	23901	41460	"Lago di Origlio"	46.05152	8.94329	416	"Europe"	"Lake"	"Raw"	91	"AWI"	7	-43.5	29.5	0.8	73	"Minor inlet on the east and an outlet on the north. Vegetation dominated by Castanea sativa stands. Potential natural vegetation: mixed deciduous forest."	"1994-05-01 00:00:00"	"Tinner, W., Conedera, M., Ammann, B., Gaggeler, H.W., Gedye, S., Jones, R. and Sagesser, B., 1998. Pollen and charcoal in lake sediments compared with historically documented forest fires in southern Switzerland since AD 1920. The Holocene, 8(1), pp.31-42."	"https://doi.org/10.1191/095968398667205430"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67656.28	"GIS"	"Chenhzi: publication. Lake shapes: l It is a lake."
