"Project"	"Event"	"Data_Source"	"Site_ID"	"Dataset_ID"	"Site_Name_Clean"	"Latitude"	"Longitude"	"Elevation"	"Continent"	"Archive_Type"	"Data_Type"	"Number_Pollen_Samples"	"AgeModel_Source"	"Number_Datings"	"minimum_meanAge"	"maximum_meanAge"	"mean_resolution_meanAge"	"range_meanAge"	"Site_Description"	"Submission_Pollendata"	"Publication_1"	"Publication_DOI_1"	"Publication_2"	"Publication_DOI_2"	"Publication_3"	"Publication_DOI_3"	"Publication_4"	"Publication_DOI_4"	"Publication_5"	"Publication_DOI_5"	"Publication_6"	"Publication_DOI_6"	"Publication_7"	"Publication_DOI_7"	"Publication_8"	"Publication_DOI_8"	"Basin_Area"	"Basin_Source"	"Basin_Comment"
"LegacyPollen_1.0"	"MAOHEBE"	"Cao et al. (2013) / Zhou et al. (2022)"	78	100046	"Maohebei"	39.5	119.17	50	"Asia"	"Peat"	"Raw"	23	"Zhou et al. (2022)"	5	1834	12024	463.2	10190	NA	"1985"	"Li, W.Y. and Liang, Y.L., 1985. Vegetation and environment of the hypsithermal interval of Holocene in eastern Hebei Plain. Acta Botanica Sinica, 27(6), pp.640-651 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	"? Agricultural land. Possibly former mire."
"LegacyPollen_1.0"	"MENGCUN"	"Cao et al. (2013) / Zhou et al. (2022)"	79	100047	"Mengcun"	38.05	117.117	5	"Asia"	"Alluvial/Fluvial"	"Raw"	38	"Zhou et al. (2022)"	9	752	27743	729.5	26991	NA	"1993"	"Xu, Q.H., Wu, C., Wang, Z.H., Tong, G.B., Wu, S.J., Zhang, J.P., Du, N.Q. and Kong, Z.C., 1993. Approach to palaeo-environment in the west coast of Bohai Bay since 25000 a.B.P. Acta Phytoecologica et Geobotanica Sinica, 17(1), pp.20-32 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"? Pin located > 60 km off the coast."
"LegacyPollen_1.0"	"NANWANG"	"Cao et al. (2013) / Zhou et al. (2022)"	80	100048	"Nanwangzhuang"	38.45	114.917	24	"Asia"	"Alluvial/Fluvial"	"Digitized"	41	"Zhou et al. (2022)"	9	0	2642	66	2642	NA	"1999"	"Guo, S.Q., Shi, Y., Yang, L.J., Cao, J.D., Zhang, W.Q., Zhang, J., Lin, F. and He, JX., 1999. A study of paleoclimatic fluctuations in the last 2600 years in the Ningjin Lake area, Hebei Province. Journal of Geomechanics, 5(4), pp.73-79 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"? Distance to next river 4 km."
"LegacyPollen_1.0"	"YANGERZ"	"Cao et al. (2013) / Zhou et al. (2022)"	84	100050	"Yangerzhuang"	38.35	117.35	5	"Asia"	"Alluvial/Fluvial"	"Raw"	50	"Zhou et al. (2022)"	7	970	31241	617.8	30271	NA	"1993"	"Xu, Q.H., Wu, C., Wang, Z.H., Tong, G.B., Wu, S.J., Zhang, J.P., Du, N.Q. and Kong, Z.C., 1993. Approach to palaeo-environment in the west coast of Bohai Bay since 25000 a.B.P. Acta Phytoecologica et Geobotanica Sinica, 17(1), pp.20-32 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"? Pin located 30 km off the coast."
"LegacyPollen_1.0"	"YANGJIA"	"Cao et al. (2013) / Zhou et al. (2022)"	87	100051	"Yangjiapo"	40.017	118.683	70	"Asia"	"Alluvial/Fluvial"	"Digitized"	13	"Zhou et al. (2022)"	4	8630	30276	1803.8	21646	NA	"2002"	"Xu, Q.H., Yang, X.L., Ke, Z.M., Liang, W.D. and Yang, Z.J., 2002. Environment changes in Yanshan Mountain area during the latest Pleistocene. Geography and Territorial Research, 18(2), pp.69-72 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"YANGYUANCA"	"Cao et al. (2013) / Zhou et al. (2022)"	85	100052	"Yangyuan-Caocun"	40.1	114.4	875	"Asia"	"Loess/Palaeosol"	"Digitized"	42	"Zhou et al. (2022)"	3	7782	49148	1008.9	41366	NA	"2003"	"Wang, Y., Wang, S.B., Jiang, F.C., Tong, G.B. and Zhao, Z.Z., 2003. Characteristics of a sporo-pollen assemblage in the section of Caocun, Yangyuan, Hebei, and its paleoclimatic significance. Geological Bulletin of China, 22(9), pp.665-669 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"? special type: paleosol?"
"LegacyPollen_1.0"	"YANGYUANXI"	"Cao et al. (2013) / Zhou et al. (2022)"	86	100053	"Yangyuan-Xipu"	40.117	114.217	912	"Asia"	"Loess/Palaeosol"	"Digitized"	7	"Zhou et al. (2022)"	6	235	16897	2777	16662	NA	"2003"	"Wang, Y., Wang, S.B., Jiang, F.C., Tong, G.B., 2003. Palynological Records in Xipu Section,Yangyuan. Journal of Geomechanics, 9(2), pp.171-175 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"? special type: paleosol?"
"LegacyPollen_1.0"	"YANSHEN"	"Cao et al. (2013) / Zhou et al. (2022)"	83	100054	"Yanshengang"	39.867	118.867	23	"Asia"	"Alluvial/Fluvial"	"Digitized"	38	"Zhou et al. (2022)"	4	2608	12923	278.8	10315	NA	"2000"	"Kong, Z.C., Xu, Q.H., Yang, X.L., Sun, L.M. and Liang, W.D., 2000. Saptial and temporal Holocene vegetation change from alluvium pollen analysis in the Yinma River Basin of Hebei Province. Acta Phytoecologica Sinica, 24(6), pp.724-730 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"BEIDAWA"	"Cao et al. (2013) / Zhou et al. (2022)"	93	100055	"Beidawan"	48.133	134.7	60	"Asia"	"Peat"	"Raw"	14	"Zhou et al. (2022)"	3	153	6241	468.3	6088	NA	"1988"	"Xia, Y.M., 1988. Preliminary study on vegetational development and climatic changes in the Sanjiang Plain in the last 12000 years. Scientia Geographica Sinica, 8(3), pp.240-249 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"CHUANGY"	"Cao et al. (2013) / Zhou et al. (2022)"	94	100056	"Chuangye"	48.333	134.467	50	"Asia"	"Peat"	"Raw"	27	"Zhou et al. (2022)"	7	1295	15358	540.9	14063	NA	"1988"	"Xia, Y.M., 1988. Preliminary study on vegetational development and climatic changes in the Sanjiang Plain in the last 12000 years. Scientia Geographica Sinica, 8(3), pp.240-249 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"MINZHU"	"Cao et al. (2013) / Zhou et al. (2022)"	95	100057	"Minzhuqiao"	47.533	133.867	52	"Asia"	"Peat"	"Raw"	15	"Zhou et al. (2022)"	3	130	6654	466	6524	NA	"1988"	"Xia, Y.M., 1988. Preliminary study on vegetational development and climatic changes in the Sanjiang Plain in the last 12000 years. Scientia Geographica Sinica, 8(3), pp.240-249 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"QINDEL"	"Cao et al. (2013) / Zhou et al. (2022)"	96	100058	"Qindeli"	47.883	133.667	52	"Asia"	"Peat"	"Raw"	35	"Zhou et al. (2022)"	11	738	13953	388.7	13215	NA	"1988"	"Xia, Y.M., 1988. Preliminary study on vegetational development and climatic changes in the Sanjiang Plain in the last 12000 years. Scientia Geographica Sinica, 8(3), pp.240-249 (in Chinese)."	NA	"Xia, Y.M., 1992. Climatic and environmental conditions of Holocene Hypsithermal in Sanjiang Plain. In: The Climates and Environments of Holocene Megathermal in China (pp.19-24). China Ocean Press, Beijing."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"TANGBE94"	"Cao et al. (2013) / Zhou et al. (2022)"	97	100059	"Tangbei 94-A"	48.35	129.667	486	"Asia"	"Peat"	"Raw"	28	"Zhou et al. (2022)"	3	699	5452	176	4753	NA	"1996"	"Xia, Y.M., 1996. Study on record of spore-pollen in high moor peat and development and successive process of peat in Da and Xiao Hinggan Mountains. Scientia Geographica Sinica, 16(4), pp.337-344 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"TUQIANG"	"Cao et al. (2013) / Zhou et al. (2022)"	99	100061	"Tuqiang"	52.233	122.8	400	"Asia"	"Peat"	"Raw"	19	"Zhou et al. (2022)"	3	712	2804	116.2	2092	NA	"1996"	"Xia, Y.M., 1996. Study on record of spore-pollen in high moor peat and development and successive process of peat in Da and Xiao Hinggan Mountains. Scientia Geographica Sinica, 16(4), pp.337-344 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	"? Not to identify due to low quality of old satellite image. It could be peatland."
"LegacyPollen_1.0"	"CHADIAN"	"Cao et al. (2013) / Zhou et al. (2022)"	88	100063	"Chadianpo"	36.1	114.4	65	"Asia"	"Archaeological"	"Digitized"	23	"Zhou et al. (2022)"	4	3246	7471	192	4225	NA	"2007"	"Zhang, Z.Q., Xu, Q.H., Li, Y.C., Yang, X.L., Jing, Z.C. and Tang, J.G., 2007. Environmental change of the Yin ruins area based on pollen analysis. Quaternary Research, 27(3), pp.461-468 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"? special type: paleosol?"
"LegacyPollen_1.0"	"DENGJIAC"	"Cao et al. (2013) / Zhou et al. (2022)"	89	100064	"Dengjiacun"	34.469	113.655	133	"Asia"	"Alluvial/Fluvial"	"Digitized"	33	"Zhou et al. (2022)"	10	1307	22396	659	21089	NA	"2007"	"Zhang, Z.Y., Zhou, K.S., Yang, R.X., Zhang, S.L., Cai, Q.F., Lu, P., Hao, L.M. and Wang, C., 2007. Environmental archaeology in the Shuangji River basin. Quaternary Research, 27(3), pp.453-460 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"GUANGRU1"	"Cao et al. (2013) / Zhou et al. (2022)"	90	100065	"Guangrunpo1"	36.017	114.533	56	"Asia"	"Archaeological"	"Digitized"	25	"Zhou et al. (2022)"	5	94	7647	314.7	7553	NA	"2007"	"Zhang, Z.Q., Xu, Q.H., Li, Y.C., Yang, X.L., Jing, Z.C. and Tang, J.G., 2007. Environmental change of the Yin ruins area based on pollen analysis. Quaternary Research, 27(3), pp.461-468 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"? special type: paleosol?"
"LegacyPollen_1.0"	"WANGJIAD"	"Cao et al. (2013) / Zhou et al. (2022)"	91	100066	"Wangjiadian"	36.161	114.669	67	"Asia"	"Loess/Palaeosol"	"Raw"	99	"Zhou et al. (2022)"	6	280	11905	118.6	11625	NA	"2010"	"Cao, X., Xu, Q., Jing, Z., Tang, J., Li, Y. and Tian, F., 2010. Holocene climate change and human impacts implied from the pollen records in Anyang, central China. Quaternary International, 227(1), pp.3-9."	"https://doi.org/10.1016/j.quaint.2010.03.019"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"? special type: paleosol?"
"LegacyPollen_1.0"	"XISHAN"	"Cao et al. (2013) / Zhou et al. (2022)"	92	100067	"Xishan"	34.912	113.53	141	"Asia"	"Loess/Palaeosol"	"Digitized"	36	"Zhou et al. (2022)"	5	655	8143	213.9	7488	NA	"2004"	"Wang, X.L., He, Y., Jia, T.F. and Li, R.Q., 2004. Living environment of ancient man since 7000 a B.P. at Xishan Relic Site of Zhengzhou in Henan Province. Journal of Palaeogeography, 6(2), pp.234-240 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"? special type: loess?"
"LegacyPollen_1.0"	"DAJIUHUC1"	"Cao et al. (2013) / Zhou et al. (2022)"	102	100068	"Dajiu Lake C1"	31.75	110.667	1700	"Asia"	"Lake"	"Digitized"	36	"Zhou et al. (2022)"	4	76	14114	401.1	14038	NA	"2001"	"Liu, H.P., Tang, X.C., Sun, D.H. and Wang, K.F., 2001. Palynofloras of the Dajiuhu Basin in Shennongjia Mountains during the last 12.5ka. Acta Micropalaeontologica Sinica, 18(1), pp.101-109 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"can't find a basin"
"LegacyPollen_1.0"	"JIANGLING"	"Cao et al. (2013) / Zhou et al. (2022)"	106	100069	"Jiangling"	30.133	112.333	30	"Asia"	"Alluvial/Fluvial"	"Digitized"	52	"Zhou et al. (2022)"	8	54	9114	177.6	9060	NA	"2008"	"Xie, Y.Y., Li, C.A., Wang, Q.L. and Yin, H.F., 2008. Palynological records of early human activities in Holocene at Jiangling area, Hubei Province. Scientia Geographica Sinica, 28(2), pp.276-281 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"LONGQUANLC2"	"Cao et al. (2013) / Zhou et al. (2022)"	107	100070	"Longquan Lake LC2"	31.081	112.238	80	"Asia"	"Lake"	"Digitized"	36	"Zhou et al. (2022)"	8	976	26176	720	25200	NA	"1991"	"Liu, G.X., 1991. Late-Glacial and Postglacial vegetation and association environment in Jianghan Plain. Acta Botanica Sinica, 33(8), pp.581-588 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"can't find a basin"
"LegacyPollen_1.0"	"MIANCHEM1"	"Cao et al. (2013) / Zhou et al. (2022)"	108	100071	"Miancheng M1"	30.19	113.23	24	"Asia"	"Lake"	"Raw"	174	"Zhou et al. (2022)"	6	1436	9043	44	7607	NA	"1998"	"Yang, X.D., Zhu, Y.X., Jiang, X.Z., Wu, Y.H. and Wang, S.M., 1998. Environmental changes from spore-pollen record of Mianyang region over the past 10000 years. Journal of Lake Sciences, 10(2), pp.23-29 (in Chinese)."	NA	"Zhu,Y.X., Wang, S.M., Yang, X.D. and Wu, R.J., 1999. Lake sediment records of human activity in Mid-Late Holocene at Miancheng area, Jianghan Plain. Journal of Lake Sciences, 11(1), pp.33-39 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	190338.8	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"TAIBAITN1"	"Cao et al. (2013) / Zhou et al. (2022)"	110	100072	"Taibai Lake TN1"	29.996	115.807	44	"Asia"	"Lake"	"Digitized"	120	"Zhou et al. (2022)"	5	-17	1445	12.3	1462	NA	"2009"	"Tong, X.F., Xiao, X.Y., Yang, X.D., Wang, S.M. and Xiao, J.Y., 2009. Climatic changes and human activities revealed by pollen records in Lake Taibai, Hubei Province, the middle and lower reaches of the Yangtze River region over the past 1500 years. Journal of Lake Science, 21(5), pp.732-740 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31541759	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"ZHOULAO"	"Cao et al. (2013) / Zhou et al. (2022)"	111	100073	"Zhoulao"	29.817	112.883	31	"Asia"	"Lake"	"Raw"	67	"Zhou et al. (2022)"	3	1313	5227	59.3	3914	NA	"2004"	"Gu, Y.S. 2004. Palaeoclimatic change and palaeoenvironmental reconstruction in middle reaches of Changjiang River during past 5000 years recorded in lake core sediments. Doctoral dissertation. Wuhan University, Wuhan, Hubei, China."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"can't find a basin"
"LegacyPollen_1.0"	"ANGUNUR"	"Cao et al. (2013) / Zhou et al. (2022)"	157	100074	"Anguli Nur Lake"	41.333	114.367	1000	"Asia"	"Lake"	"Raw"	9	"Zhou et al. (2022)"	3	10454	13817	420.4	3363	NA	"1990"	"Li R.Q., Zheng L.M. and Zhu G.R., 1990. Lakes and Environmental Change in the Inner Mongolian Plateau. Beijing Normal University Press, Beijing."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48031788	"GIS"	"l, LW, L2,"
"LegacyPollen_1.0"	"BAAHNUUR"	"Cao et al. (2013) / Zhou et al. (2022)"	159	100075	"Baahar Nuur Lake"	39.317	109.267	1278	"Asia"	"Lake"	"Digitized"	77	"Zhou et al. (2022)"	5	5325	13295	104.9	7970	NA	"2009"	"Huang, C.Q., Feng, Z.D., Ma, Y.Z., Guo, L.L. and Wang, W., 2009. Holocene palaeoenvironment changes recorded by pollen of Baahar Nuur Lake. Journal of Lanzhou University (Natural Sciences), 45(1), pp.7-12. (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19341054	"GIS"	"l, GE, L2, modified LW shape"
"LegacyPollen_1.0"	"BAYANBY"	"Cao et al. (2013) / Zhou et al. (2022)"	160	100076	"Bayanchagan Lake BY"	41.65	115.2	1355	"Asia"	"Lake"	"Digitized"	45	"Zhou et al. (2022)"	7	803	12477	265.3	11674	NA	"2006"	"Jiang, W., Guo, Z., Sun, X., Wu, H., Chu, G., Yuan, B., Hatte, C. and Guiot, J., 2006. Reconstruction of climate and vegetation changes of Lake Bayanchagan (Inner Mongolia): Holocene variability of the East Asian monsoon. Quaternary Research, 65(3), pp.411-420."	"https://doi.org/10.1016/j.yqres.2005.10.007"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10957001	"GIS"	"l, GE, L2, modified LW shape"
"LegacyPollen_1.0"	"CHARIMUCH"	"Cao et al. (2013) / Zhou et al. (2022)"	161	100077	"Charisu"	42.95	122.35	249	"Asia"	"Peat"	"Digitized"	31	"Zhou et al. (2022)"	11	-29	5859	196.3	5888	NA	"2003"	"Li, Y.H., Yin, H.N., Zhang, X.Y.and Chen, Z.J., 2003. The environment disaster events and the evolution of man-land relation in the west Liaoning during 5000 aBP. Journal of Glaciology and Geocryology 25(1), pp.19-26 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"CHIFEQIGU"	"Cao et al. (2013) / Zhou et al. (2022)"	163	100078	"Chifeng-Qiguo Mt."	42.283	118.967	562	"Asia"	"Alluvial/Fluvial"	"Digitized"	21	"Zhou et al. (2022)"	7	1661	9041	369	7380	NA	"2002"	"Xu, Q.H., Yang, Z.J., Cui, Z.J., Yang, X.L. and Liang, W.D., 2002. A study on pollen analysis of Qiguoshan section and ancestor living environment in Chifeng area, Nei Mongol. Scientia Geographica Sinica, 22(4), pp.453-457 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"DAIHAI99A"	"Cao et al. (2013) / Zhou et al. (2022)"	171	100079	"Daihai Lake 99a"	40.583	112.667	1220	"Asia"	"Lake"	"Digitized"	53	"Zhou et al. (2022)"	8	200	11600	219.2	11400	NA	"2003"	"Xu, Q.H., Xiao, J.L., Toshio, N., Yang, X.L., Yang, Z.J., Liang, W.D., Biro, I. and Yang, S.Y., 2003. Quantitative reconstructed climatic changes of Daihai Basin by pollen data. Marine Geolohy & Quaternary Geology, 23(4), pp.99-108 (in Chinese)."	NA	"Xiao, J., Xu, Q., Nakamura, T., Yang, X., Liang, W. and Inouchi, Y., 2004. Holocene vegetation variation in the Daihai Lake region of north-central China: a direct indication of the Asian monsoon climatic history. Quaternary Science Reviews, 23(14-15), pp.1669-1679."	"https://doi.org/10.1016/j.quascirev.2004.01.005"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50171373	NA	NA
"LegacyPollen_1.0"	"DAIHAI99B"	"Cao et al. (2013) / Zhou et al. (2022)"	172	100080	"Daihai Lake DH99B"	40.583	112.667	1200	"Asia"	"Lake"	"Digitized"	17	"Zhou et al. (2022)"	12	1000	16000	937.5	15000	NA	"2006"	"Sun, Q.L., Zhou, J., Shen, J., Chen, P., Wu, F. and Xie, X.P., 2006. Environmental characteristics of Mid-Holocene recorded by lacustrine sediments from Lake Daihai, north environment sensitive zone, China. Science in China Series D: Earth Sciences, 49(9), pp.968-981."	"https://doi.org/10.1007/s11430-006-0968-2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50171373	NA	NA
"LegacyPollen_1.0"	"DALAINUR"	"Cao et al. (2013) / Zhou et al. (2022)"	164	100081	"Dalai Nur Lake-Haiyan"	43.283	116.583	1200	"Asia"	"Lake"	"Raw"	21	"Zhou et al. (2022)"	4	3050	45789	2136.9	42739	NA	"1990"	"Li, R.Q., Zheng, L.M. and Zhu, G.R., 1990. Lakes and Environment in the Neimenggu Plateau. Beijing Normal University Press, Beijing."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.14e+08	"GIS"	"l, LW, L2,"
"LegacyPollen_1.0"	"DIAOJIAO"	"Cao et al. (2013) / Zhou et al. (2022)"	175	100082	"Diaojiaohaizi DJ"	41.3	112.35	1800	"Asia"	"Lake"	"Raw"	98	"Zhou et al. (2022)"	4	2317	11908	98.9	9591	NA	"1996"	"Song, C.Q., Wang, B.Y. and Sun, X.J., 1996. Implication of paleovegetational changes in Diaojiao Lake, Inner Mongolia. Acta Botanica Sinica, 38(7), pp.568-575 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"can't find a basin"
"LegacyPollen_1.0"	"GAOXI"	"Cao et al. (2013) / Zhou et al. (2022)"	177	100083	"Gaoximage Lake"	42.954	115.367	1253	"Asia"	"Lake"	"Digitized"	39	"Zhou et al. (2022)"	4	460	5554	134.1	5094	NA	"2003"	"Li, C.Y., Xu, Z.L. and Kong, Z.C., 2003. A preliminary investigation on the Holocene vegetation changes from pollen analysis in the Gaoxigema section, Hunshandak Sand Land. Acta Phytoecologica Sinica, 27(6), pp.797-803 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	668924.2	NA	"2"
"LegacyPollen_1.0"	"HAILAER"	"Cao et al. (2013) / Zhou et al. (2022)"	179	100084	"Hailar"	49.233	119	760	"Asia"	"Peat"	"Raw"	13	"Zhou et al. (2022)"	3	2491	12067	798	9576	NA	"1993"	"Xia, Y.M., 1993. The preliminary research of the spore-pollen features of paleosol and environment of the Megathermal in Hulun Buir Sandy Land. In: Research on the Past Life-Supporting Environment Change of China (pp.44-53). China Ocean Press, Beijing."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"HAMAHA2"	"Cao et al. (2013) / Zhou et al. (2022)"	178	100085	"Hamaertai Lake Ha2"	38.717	108.75	1343	"Asia"	"Lake"	"Digitized"	6	"Zhou et al. (2022)"	4	200	5500	1060	5300	NA	"1996"	"Wang, J.P., Zhang, S.X., Zhou, J.M., Yang, Q.T. and Ma, X.L., 1996. Paleoclimatic and paleovegetational evolution over the past 5000 years in the region of Yikezhao League, Inner Mongolia with reference to sporopollen association and alkali deposition. Geology of Chemical Minerals, 18(4), pp.295-299 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"can't find a basin"
"LegacyPollen_1.0"	"HANHAIH1"	"Cao et al. (2013) / Zhou et al. (2022)"	180	100086	"Hanhai Lake H1"	40.283	112.833	1200	"Asia"	"Peat"	"Raw"	18	"Zhou et al. (2022)"	3	4015	15838	695.5	11823	NA	"1991"	"Shen, C.M. and Tang, L.Y., 1991. Application of cluster analysis to palynological zonation with examples. Acta Palaeontologica Sinica, 30(2), pp.265-274 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	"? no lake visible"
"LegacyPollen_1.0"	"DALINURHAO"	"Cao et al. (2013) / Zhou et al. (2022)"	166	100087	"Dali Nur-Haoluku Lake"	42.956	116.757	1295	"Asia"	"Lake"	"Digitized"	41	"Zhou et al. (2022)"	3	2185	11376	229.8	9191	NA	"2002"	"Liu, H., Xu, L. and Cui, H., 2002. Holocene history of desertification along the woodland-steppe border in northern China. Quaternary Research, 57(2), pp.259-270."	"https://doi.org/10.1006/qres.2001.2310"	"Wang, H., Liu, H., Cui, H. and Abrahamsen, N., 2001. Terminal Pleistocene/Holocene palaeoenvironmental changes revealed by mineral-magnetism measurements of lake sediments for Dali Nor area, southeastern Inner Mongolia Plateau, China. Palaeogeography, Palaeoclimatology, Palaeoecology, 170(1-2), pp.115-132."	"https://doi.org/10.1016/S0031-0182(01)00231-0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"can't find a basin"
"LegacyPollen_1.0"	"HULUNHL6"	"Cao et al. (2013) / Zhou et al. (2022)"	182	100088	"Hulun Nur lake HL06"	49.127	117.506	545	"Asia"	"Lake"	"Digitized"	167	"Zhou et al. (2022)"	13	10	11080	66.7	11070	NA	"2010"	"Wen, R., Xiao, J., Chang, Z., Zhai, D., Xu, Q., Li, Y. and Itoh, S., 2010. Holocene precipitation and temperature variations in the East Asian monsoonal margin from pollen data from Hulun Lake in northeastern Inner Mongolia, China. Boreas, 39(2), pp.262-272."	"https://doi.org/10.1111/j.1502-3885.2009.00125.x"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.13e+09	"GIS"	"l, LW, L2,"
"LegacyPollen_1.0"	"HULUNNUR"	"Cao et al. (2013) / Zhou et al. (2022)"	181	100089	"Hulun Nur lake"	49.28	117.4	544	"Asia"	"Lake"	"Raw"	111	"Zhou et al. (2022)"	7	3041	23601	186.9	20560	NA	"1995"	"Yang, X.D., Wang, S.M., Xue, B. and Tong, G.B., 1995. Vegetational development and environmental changes in Hulun Lake since Late Pleistocene. Acta Palaeontologica Sinica, 34(5), pp.647-656 (in Chinese)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.13e+09	"GIS"	"l, LW, L2, Shape has Dataset_ID 100088"
