/* DATA DESCRIPTION:
Citation:	Sirocko, Frank; Knapp, Hannes; Dreher, Frank; Förster, Michael W; Albert, Johannes; Brunck, Heiko; Veres, Daniel; Dietrich, Stephan; Zech, Michael; Hambach, Ulrich; Röhner, Marieke; Rudert, Saskia; Schwiebus, Klaus; Adams, Christel; Sigl, Petra (2016): Dust record of sediment core DE3. PANGAEA, https://doi.org/10.1594/PANGAEA.868664, 
22.284	13
22.286	14
22.288	12
22.291	13
22.293	13
22.295	14
22.297	13
22.299	13
22.301	14
22.304	15
22.306	12
22.308	14
22.310	10
22.312	11
22.314	9
22.317	12
22.319	6
22.321	11
22.323	9
22.325	13
22.327	10
22.330	13
22.332	15
22.334	14
22.336	15
22.338	12
22.340	15
22.343	10
22.345	14
22.347	13
22.349	13
22.351	13
22.353	9
22.356	15
22.358	14
22.360	9
22.362	10
22.364	15
22.366	10
22.369	12
22.371	13
22.373	8
22.375	14
22.377	10
22.379	9
22.382	9
22.384	10
22.386	8
22.388	14
22.390	13
22.392	13
22.395	13
22.397	14
22.399	11
22.401	7
22.403	14
22.405	14
22.408	14
22.410	10
22.412	14
22.414	14
22.416	11
22.418	12
22.421	14
22.423	12
22.425	15
22.427	14
22.429	12
22.431	12
22.434	10
22.436	10
22.438	14
22.440	8
22.442	14
22.444	11
22.447	13
22.449	14
22.451	8
22.453	13
22.455	15
22.457	14
22.459	13
22.462	7
22.464	11
22.466	15
22.468	15
22.470	15
22.472	14
22.475	12
22.477	11
22.479	13
22.481	15
22.483	12
22.485	12
22.488	10
22.490	10
22.492	9
22.494	12
22.496	14
22.498	8
22.501	14
22.503	4
22.505	13
22.507	9
22.509	14
22.511	13
22.514	11
22.516	14
22.518	13
22.520	15
22.522	12
22.524	11
22.527	14
22.529	5
22.531	8
22.533	12
22.535	12
22.537	13
22.540	13
22.542	8
22.544	11
22.546	13
22.548	12
22.550	11
22.553	15
22.555	12
22.557	12
22.559	11
22.561	12
22.563	12
22.566	15
22.568	14
22.570	9
22.572	8
22.574	11
22.576	12
22.579	10
22.581	12
22.583	9
22.585	12
22.587	14
22.589	12
22.592	15
22.594	15
22.596	14
22.598	14
22.600	15
22.602	12
22.605	14
22.607	14
22.609	15
22.611	13
22.613	14
22.615	14
22.618	15
22.620	15
22.622	14
22.624	13
22.626	13
22.628	14
22.631	14
22.633	14
22.635	13
22.637	13
22.639	13
22.641	14
22.643	12
22.646	10
22.648	7
22.650	13
22.652	12
22.654	11
22.656	13
22.659	10
22.661	11
22.663	11
22.665	11
22.667	13
22.669	13
22.672	14
22.674	11
22.676	13
22.678	15
22.680	13
22.682	12
22.685	14
22.687	14
22.689	10
22.691	11
22.693	12
22.695	11
22.698	15
22.700	13
22.702	13
22.704	9
22.707	12
22.709	12
22.711	8
22.713	12
22.716	9
22.718	9
22.720	13
22.722	10
22.725	14
22.727	15
22.729	12
22.731	10
22.734	14
22.736	10
22.738	10
22.740	15
22.743	10
22.745	14
22.747	12
22.749	15
22.752	11
22.754	10
22.756	10
22.759	8
22.761	10
22.763	14
22.765	14
22.768	9
22.770	9
22.772	10
22.774	13
22.777	14
22.779	12
22.781	14
22.783	13
22.786	13
22.788	13
22.790	11
22.792	13
22.795	14
22.797	12
22.799	9
22.801	14
22.804	12
22.806	14
22.808	13
22.810	13
22.813	14
22.815	12
22.817	12
22.820	13
22.822	12
22.824	11
22.826	13
22.829	14
22.831	13
22.833	14
22.835	9
22.838	10
22.840	11
22.842	7
22.844	15
22.847	14
22.849	14
22.851	12
22.853	13
22.856	12
22.858	12
22.860	10
22.862	10
22.865	13
22.867	14
22.869	10
22.872	13
22.874	10
22.876	11
22.878	15
22.881	11
22.883	9
22.885	14
22.887	11
22.890	11
22.892	12
22.894	9
22.896	14
22.899	13
22.901	13
22.903	10
22.905	6
22.908	12
22.910	14
22.912	10
22.914	10
22.917	14
22.919	11
22.921	14
22.923	13
22.926	12
22.928	11
22.930	9
22.933	9
22.935	11
22.937	15
22.939	14
22.942	12
22.944	10
22.946	14
22.948	15
22.951	14
22.953	14
22.955	10
22.957	11
22.960	9
22.962	11
22.964	11
22.966	13
22.969	14
22.971	9
22.973	15
22.975	13
22.978	9
22.980	12
22.982	11
22.984	13
22.987	12
22.989	13
22.991	13
22.994	13
22.996	14
22.998	10
23.000	12
23.003	12
23.005	13
23.007	14
23.009	15
23.012	14
23.014	12
23.016	12
23.018	11
23.021	13
23.023	10
23.025	10
23.027	10
23.030	9
23.032	9
23.034	13
23.036	13
23.039	14
23.041	11
23.043	9
23.045	11
23.048	12
23.050	14
23.052	13
23.055	12
23.057	15
23.059	13
23.061	7
23.064	11
23.066	11
23.068	12
23.070	12
23.073	9
23.075	8
23.077	9
23.079	14
23.082	14
23.084	10
23.086	15
23.088	12
23.091	15
23.093	10
23.095	11
23.097	10
23.100	13
23.102	15
23.104	15
23.107	11
23.109	10
23.111	14
23.113	13
23.116	11
23.118	11
23.120	13
23.122	11
23.125	10
23.127	14
23.129	14
23.131	10
23.134	12
23.136	13
23.138	14
23.140	14
23.143	14
23.145	14
23.147	13
23.149	14
23.152	11
23.154	11
23.156	13
23.158	14
23.161	12
23.163	15
23.165	13
23.168	14
23.170	14
23.172	13
23.174	14
23.177	12
23.179	14
23.181	14
23.183	15
23.186	14
23.188	12
23.190	10
23.192	10
23.195	9
23.197	13
23.199	14
23.201	15
23.204	14
23.206	15
23.208	12
23.210	14
23.213	13
23.215	10
23.217	9
23.219	4
23.222	14
23.224	14
23.226	9
23.229	14
23.231	13
23.233	14
23.235	13
23.238	14
23.240	10
23.242	14
23.244	11
23.247	11
23.249	7
23.251	14
23.253	9
23.256	13
23.258	10
23.260	10
23.262	11
23.265	14
23.267	8
23.269	13
23.271	13
23.274	12
23.276	15
23.278	8
23.280	7
23.283	10
23.285	12
23.287	9
23.290	11
23.292	15
23.294	14
23.296	13
23.299	14
23.301	14
23.303	14
23.305	10
23.308	14
23.310	15
23.312	14
23.314	10
23.317	13
23.319	13
23.321	11
23.323	11
23.326	11
23.328	8
23.330	11
23.332	14
23.335	7
23.337	15
23.339	8
23.342	14
23.344	14
23.346	12
23.348	15
23.351	14
23.353	13
23.355	14
23.357	12
23.360	14
23.362	14
23.364	13
23.366	13
23.369	12
23.371	12
23.373	8
23.375	8
23.378	12
23.380	13
23.382	15
23.384	12
23.387	12
23.389	9
23.391	12
23.393	10
23.396	13
23.398	10
23.400	9
23.403	9
23.405	14
23.407	13
23.409	14
23.412	9
23.414	8
23.416	9
23.418	15
23.421	13
23.423	14
23.425	13
23.427	14
23.430	13
23.432	14
23.434	9
23.436	9
23.439	13
23.441	10
23.443	12
23.445	14
23.448	9
23.450	15
23.452	15
23.454	14
23.457	13
23.459	15
23.461	11
23.464	12
23.466	11
23.468	10
23.470	6
23.473	4
23.475	4
23.477	14
23.479	14
23.482	13
23.484	12
23.486	13
23.488	12
23.491	5
23.493	9
23.495	13
23.497	15
23.500	15
23.502	9
23.504	13
23.506	14
23.509	14
23.511	4
23.513	13
23.515	14
23.518	11
23.520	14
23.522	12
23.525	15
23.527	15
23.529	13
23.531	9
23.534	11
23.536	9
23.538	13
23.540	13
23.543	11
23.545	14
23.547	13
23.549	9
23.552	10
23.554	11
23.556	11
23.558	11
23.561	14
23.563	12
23.565	13
23.567	13
23.570	15
23.572	15
23.574	14
23.577	14
23.579	13
23.581	15
23.583	15
23.586	15
23.588	13
23.590	14
23.592	14
23.595	15
23.597	13
23.599	12
23.601	10
23.604	14
23.606	11
23.608	10
23.610	14
23.613	9
23.615	12
23.617	13
23.619	12
23.622	11
23.624	14
23.626	13
23.628	14
23.631	14
23.633	11
23.635	13
23.638	14
23.640	12
23.642	11
23.644	11
23.647	3
23.649	14
23.651	10
23.653	11
23.656	12
23.658	14
23.660	14
23.662	13
23.665	12
23.667	13
23.669	15
23.671	14
23.674	12
23.676	14
23.678	10
23.680	12
23.683	14
23.685	15
23.687	15
23.689	11
23.692	14
23.694	10
23.696	15
23.699	14
23.701	13
23.703	13
23.705	14
23.708	14
23.710	14
23.712	9
23.714	15
23.717	15
23.719	13
23.721	13
23.723	14
23.726	13
23.728	13
23.730	12
23.732	10
23.735	14
23.737	14
23.739	10
23.741	9
23.744	9
23.746	15
23.748	12
23.750	12
23.753	12
23.755	10
23.757	12
23.760	13
23.762	14
23.764	14
23.766	9
23.769	8
23.771	12
23.773	14
23.775	14
23.778	13
23.780	12
23.782	11
23.784	8
23.787	14
23.789	13
23.791	15
23.793	14
23.796	10
23.798	14
23.800	9
23.802	12
23.805	13
23.807	12
23.809	14
23.812	14
23.814	13
23.816	13
23.818	12
23.821	14
23.823	13
23.825	12
23.827	15
23.830	14
23.832	11
23.834	9
23.836	8
23.839	15
23.841	14
23.843	14
23.845	10
23.848	15
23.850	10
23.852	12
23.854	12
23.857	11
23.859	14
23.861	12
23.863	10
23.866	14
23.868	13
23.870	14
23.873	10
23.875	10
23.877	7
23.879	10
23.882	12
23.884	10
23.886	10
23.888	11
23.891	12
23.893	10
23.895	14
23.897	12
23.900	12
23.902	12
23.904	13
23.906	13
23.909	13
23.911	14
23.913	13
23.915	13
23.918	14
23.920	12
23.922	13
23.924	9
23.927	14
23.929	14
23.931	11
23.934	10
23.936	13
23.938	14
23.940	13
23.943	13
23.945	12
23.947	10
23.949	15
23.952	13
23.954	12
23.956	14
23.958	14
23.961	13
23.963	13
23.965	11
23.967	13
23.970	14
23.972	13
23.974	14
23.976	12
23.979	12
23.981	15
23.983	14
23.985	14
23.988	13
23.990	12
23.992	14
23.995	7
23.997	9
23.999	11
24.001	13
24.004	15
24.006	15
24.008	11
24.010	13
24.013	13
24.015	14
24.017	14
24.019	13
24.022	13
24.024	12
24.026	13
24.028	14
24.031	14
24.033	14
24.035	12
24.037	11
24.040	12
24.042	13
24.044	14
24.047	14
24.049	13
24.051	13
24.053	15
24.056	14
24.058	14
24.060	12
24.062	15
24.065	13
24.067	10
24.069	13
24.071	12
24.074	13
24.076	14
24.078	10
24.080	12
24.083	13
24.085	14
24.087	10
24.089	12
24.092	15
24.094	12
24.096	7
24.098	11
24.101	2
24.103	11
24.105	14
24.108	11
24.110	14
24.112	13
24.114	13
24.117	14
24.119	15
24.121	14
24.123	12
24.126	13
24.128	13
24.130	14
24.132	12
24.135	13
24.137	14
24.139	15
24.141	13
24.144	12
24.146	10
24.148	10
24.150	10
24.153	13
24.155	14
24.157	15
24.159	7
24.162	13
24.164	12
24.166	14
24.169	14
24.171	14
24.173	13
24.175	14
24.178	10
24.180	11
24.182	12
24.184	12
24.187	8
24.189	11
24.191	12
24.193	13
24.196	13
24.198	14
24.200	14
24.202	14
24.205	12
24.207	11
24.209	8
24.211	13
24.214	11
24.216	14
24.218	9
24.220	9
24.223	12
24.225	13
24.227	14
24.230	13
24.232	9
24.234	6
24.236	14
24.239	12
24.241	11
24.243	10
24.245	12
24.248	9
24.250	10
24.252	13
24.254	13
24.257	13
24.259	15
24.261	13
24.263	13
24.266	9
24.268	12
24.270	10
24.272	13
24.275	9
24.277	14
24.279	11
24.282	13
24.284	12
24.286	10
24.288	13
24.291	13
24.293	9
24.295	12
24.297	11
24.300	15
24.302	12
24.304	15
24.306	14
24.309	4
24.311	3
24.313	15
24.315	11
24.318	10
24.320	12
24.322	14
24.324	6
24.327	13
24.329	15
24.331	10
24.333	12
24.336	12
24.338	13
24.340	13
24.343	11
24.345	13
24.347	14
24.349	14
24.352	15
24.354	2
24.356	11
24.358	9
24.361	15
24.363	11
24.365	14
24.367	14
24.370	14
24.372	10
24.374	13
24.376	5
24.379	10
24.381	15
24.383	7
24.385	11
24.388	13
24.390	13
24.392	14
24.394	12
24.397	15
24.399	13
24.401	13
24.404	13
24.406	14
24.408	12
24.410	11
24.413	12
24.415	14
24.417	10
24.419	12
24.422	11
24.424	11
24.426	15
24.428	12
24.431	13
24.433	12
24.435	12
24.437	12
24.440	10
24.442	12
24.444	8
24.446	9
24.449	14
24.451	12
24.453	13
24.455	14
24.458	13
24.460	14
24.462	12
24.465	10
24.467	10
24.469	8
24.471	11
24.474	10
24.476	7
24.478	13
24.480	15
24.483	11
24.485	9
24.487	11
24.489	12
24.492	12
24.494	14
24.496	14
24.498	11
24.501	13
24.503	14
24.505	11
24.507	12
24.510	14
24.512	8
24.514	10
24.517	10
24.519	13
24.521	12
24.523	12
24.526	9
24.528	13
24.530	13
24.532	14
24.535	13
24.537	15
24.539	13
24.541	5
24.544	11
24.546	12
24.548	9
24.550	12
24.553	11
24.555	10
24.557	13
24.559	9
24.562	14
24.564	12
24.566	12
24.568	15
24.571	12
24.573	7
24.575	13
24.578	14
24.580	14
24.582	8
24.584	10
24.587	6
24.589	15
24.591	10
24.593	12
24.596	13
24.598	13
24.600	13
24.602	13
24.605	13
24.607	7
24.609	13
24.611	10
24.614	13
24.616	11
24.618	12
24.620	12
24.623	2
24.625	13
24.627	11
24.629	12
24.632	14
24.634	12
24.636	8
24.639	13
24.641	13
24.643	13
24.645	9
24.648	14
24.650	14
24.652	7
24.654	15
24.657	13
24.659	8
24.661	4
24.663	9
24.666	9
24.668	14
24.670	12
24.672	14
24.675	14
24.677	14
24.679	15
24.681	0
24.684	0
24.686	0
24.688	10
24.690	14
24.693	14
24.695	10
24.697	10
24.700	14
24.702	15
24.704	9
24.706	10
24.709	10
24.711	8
24.713	8
24.715	6
24.718	13
24.720	8
24.722	12
24.724	13
24.727	10
24.729	10
24.731	14
24.733	6
24.736	13
24.738	13
24.740	14
24.742	10
24.745	10
24.747	15
24.749	10
24.752	11
24.754	10
24.756	13
24.758	13
24.761	12
24.763	14
24.765	9
24.767	14
24.770	14
24.772	14
24.774	10
24.776	11
24.779	14
24.781	11
24.783	11
24.785	12
24.788	13
24.790	14
24.792	11
24.794	6
24.797	14
24.799	8
24.801	13
24.803	15
24.806	12
24.808	12
24.810	14
24.813	13
24.815	11
24.817	13
24.819	13
24.822	11
24.824	10
24.826	12
24.828	11
24.831	13
24.833	14
24.835	12
24.837	13
24.840	11
24.842	12
24.844	14
24.846	12
24.849	6
24.851	15
24.853	13
24.855	13
24.858	13
24.860	10
24.862	12
24.864	12
24.867	14
24.869	9
24.871	12
24.874	10
24.876	10
24.878	14
24.880	13
24.883	13
24.885	14
24.887	12
24.889	9
24.892	10
24.894	14
24.896	13
24.898	14
24.901	10
24.903	7
24.905	11
24.907	11
24.910	9
24.912	9
24.914	8
24.916	14
24.919	13
24.921	13
24.923	14
24.925	14
24.928	15
24.930	12
24.932	13
24.935	10
24.937	14
24.939	12
24.941	13
24.944	11
24.946	5
24.948	11
24.950	5
24.953	10
24.955	6
24.957	16
24.959	12
24.962	7
24.964	11
24.966	13
24.968	12
24.971	10
24.973	13
24.975	11
24.977	13
24.980	14
24.982	14
24.984	12
24.987	11
24.989	11
24.991	11
24.993	12
24.996	12
24.998	14
25.000	13
25.002	13
25.005	10
25.007	12
25.009	10
25.011	13
25.014	5
25.016	14
25.018	14
25.020	14
25.023	14
25.025	15
25.027	14
25.029	14
25.032	14
25.034	10
25.036	14
25.038	14
25.041	14
25.043	14
25.045	15
25.048	13
25.050	14
25.052	14
25.054	11
25.057	11
25.059	10
25.061	12
25.063	13
25.066	13
25.068	14
25.070	12
25.072	13
25.075	12
25.077	5
25.079	9
25.081	4
25.084	5
25.086	13
25.088	14
25.090	14
25.093	15
25.095	14
25.097	9
25.099	14
25.102	10
25.104	11
25.106	12
25.109	9
25.111	12
25.113	13
25.115	11
25.118	15
25.120	10
25.122	10
25.124	14
25.127	14
25.129	14
25.131	12
25.133	9
25.136	13
25.138	11
25.140	12
25.142	9
25.145	11
25.147	14
25.149	15
25.151	10
25.154	11
25.156	14
25.158	13
25.160	14
25.163	14
25.165	14
25.167	11
25.170	9
25.172	14
25.174	12
25.176	12
25.179	15
25.181	10
25.183	7
25.185	3
25.188	14
25.190	0
25.192	13
25.194	14
25.197	0
25.199	13
25.201	5
25.203	14
25.206	14
25.208	14
25.210	15
25.212	3
25.215	0
25.217	3
25.219	13
25.222	14
25.224	12
25.226	12
25.228	10
25.231	8
25.233	11
25.235	13
25.237	10
25.240	10
25.242	11
25.244	11
25.246	12
25.249	15
25.251	11
25.253	6
25.255	12
25.258	13
25.260	15
25.262	10
25.264	14
25.267	13
25.269	13
25.271	14
25.273	10
25.276	11
25.278	2
25.280	13
25.283	10
25.285	13
25.287	7
25.289	11
25.292	10
25.294	13
25.296	12
25.298	12
25.301	13
25.303	10
25.305	14
25.307	12
25.310	12
25.312	10
25.314	13
25.316	3
25.319	1
25.321	9
25.323	7
25.325	12
25.328	13
25.330	14
25.332	13
25.334	15
25.337	13
25.339	14
25.341	6
25.344	12
25.346	14
25.348	12
25.350	13
25.353	4
25.355	9
25.357	14
25.359	5
25.362	8
25.364	9
25.366	14
25.368	9
25.371	13
25.373	11
25.375	14
25.377	9
25.380	8
25.382	10
25.384	15
25.386	9
25.389	13
25.391	13
25.393	15
25.395	11
25.398	14
25.400	15
25.402	15
25.405	14
25.407	15
25.409	14
25.411	15
25.414	13
25.416	14
25.418	6
25.420	11
25.423	8
25.425	14
25.427	14
25.429	11
25.432	12
25.434	8
25.436	14
25.438	15
25.441	13
25.443	11
25.445	14
25.447	13
25.450	8
25.452	9
25.454	8
25.457	9
25.459	12
25.461	13
25.463	8
25.466	10
25.468	13
25.470	14
25.472	12
25.475	10
25.477	15
25.479	14
25.481	12
25.484	12
25.486	14
25.488	11
25.490	14
25.493	11
25.495	10
25.497	15
25.499	14
25.502	11
25.504	15
25.506	11
25.508	14
25.511	14
25.513	13
25.515	12
25.518	13
25.520	6
25.522	13
25.524	14
25.527	10
25.529	15
25.531	14
25.533	13
25.536	4
25.538	13
25.540	10
25.542	11
25.545	8
25.547	5
25.549	13
25.551	13
25.554	12
25.556	14
25.558	11
25.560	15
25.563	12
25.565	10
25.567	14
25.569	12
25.572	11
25.574	14
25.576	14
25.579	8
25.581	13
25.583	11
25.585	14
25.588	13
25.590	13
25.592	12
25.594	9
25.597	11
25.599	10
25.601	12
25.603	14
25.606	12
25.608	12
25.610	9
25.612	11
25.615	10
25.617	9
25.619	14
25.621	13
25.624	10
25.626	9
25.628	13
25.630	13
25.633	13
25.635	10
25.637	11
25.640	8
25.642	11
25.644	11
25.646	5
25.649	11
25.651	11
25.653	11
25.655	13
25.658	11
25.660	11
25.662	14
25.664	14
25.667	14
25.669	13
25.671	13
25.673	13
25.676	15
25.678	11
25.680	14
25.682	10
25.685	15
25.687	15
25.689	13
25.692	14
25.694	12
25.696	6
25.698	14
25.701	13
25.703	9
25.705	11
25.707	12
25.710	11
25.712	13
25.714	13
25.716	13
25.719	12
25.721	11
25.723	11
25.725	12
25.728	5
25.730	2
25.732	13
25.734	6
25.737	12
25.739	14
25.741	12
25.743	14
25.746	13
25.748	13
25.750	13
25.753	14
25.755	5
25.757	14
25.759	13
25.762	13
25.764	13
25.766	12
25.768	14
25.771	8
25.773	9
25.775	15
25.777	14
25.780	10
25.782	11
25.784	10
25.786	2
25.789	13
25.791	12
25.793	13
25.795	12
25.798	14
25.800	12
25.802	10
25.804	13
25.807	12
25.809	9
25.811	13
25.814	10
25.816	11
25.818	10
25.820	9
25.823	9
25.825	9
25.827	4
25.829	11
25.832	13
25.834	12
25.836	11
25.838	14
25.841	11
25.843	11
25.845	13
25.847	13
25.850	12
25.852	10
25.854	11
25.856	12
25.859	14
25.861	13
25.863	11
25.865	12
25.868	12
25.870	13
25.872	13
25.875	12
25.877	14
25.879	14
25.881	10
25.884	13
25.886	13
25.888	12
25.890	11
25.893	14
25.895	15
25.897	11
25.899	9
25.902	12
25.904	14
25.906	10
25.908	12
25.911	14
25.913	13
25.915	14
25.917	13
25.920	14
25.922	13
25.924	13
25.927	13
25.929	15
25.931	12
25.933	10
25.936	11
25.938	12
25.940	10
25.942	11
25.945	14
25.947	13
25.949	13
25.951	14
25.954	13
25.956	8
25.958	12
25.960	12
25.963	14
25.965	12
25.967	15
25.969	15
25.972	13
25.974	12
25.976	13
25.978	13
25.981	13
25.983	14
25.985	14
25.988	9
25.990	13
25.992	5
25.994	4
25.997	5
25.999	7
26.001	14
26.003	14
26.006	13
26.008	13
26.010	13
26.012	11
26.015	13
26.017	12
26.019	14
26.021	10
26.024	14
26.026	14
26.028	12
26.030	9
26.033	13
26.035	12
26.037	13
26.039	14
26.042	12
26.044	9
26.046	4
26.049	13
26.051	12
26.053	13
26.055	12
26.058	14
26.060	14
26.062	13
26.064	12
26.067	15
26.069	14
26.071	12
26.073	3
26.076	12
26.078	2
26.080	12
26.082	13
26.085	14
26.087	13
26.089	9
26.091	12
26.094	13
26.096	13
26.098	13
26.100	12
26.103	11
26.105	12
26.107	13
26.110	12
26.112	14
26.114	13
26.116	13
26.119	13
26.121	10
26.123	13
26.125	12
26.128	10
26.130	15
26.132	12
26.134	15
26.137	15
26.139	10
26.141	14
26.143	11
26.146	13
26.148	11
26.150	13
26.152	12
26.155	11
26.157	13
26.159	11
26.162	14
26.164	14
26.166	15
26.168	14
26.171	13
26.173	12
26.175	13
26.177	14
26.180	13
26.182	13
26.184	12
26.186	9
26.189	12
26.191	7
26.193	5
26.195	12
26.198	13
26.200	8
26.202	14
26.204	14
26.207	10
26.209	13
26.211	13
26.213	12
26.216	14
26.218	14
26.220	12
26.223	12
26.225	14
26.227	12
26.229	13
26.232	11
26.234	10
26.236	9
26.238	13
26.241	5
26.243	4
26.245	12
26.247	14
26.250	15
26.252	7
26.254	14
26.256	11
26.259	15
26.261	12
26.263	5
26.265	11
26.268	12
26.270	14
26.272	12
26.274	12
26.277	9
26.279	10
26.281	13
26.284	14
26.286	12
26.288	11
26.290	15
26.293	15
26.295	15
26.297	8
26.299	14
26.302	7
26.304	9
26.306	14
26.308	11
26.311	10
26.313	13
26.315	0
26.317	1
26.320	15
26.322	13
26.324	14
26.326	14
26.329	13
26.331	13
26.333	6
26.335	16
26.338	14
26.340	13
26.342	15
26.345	12
26.347	14
26.349	14
26.351	14
26.354	11
26.356	10
26.358	5
26.360	9
26.363	12
26.365	9
26.367	11
26.369	11
26.372	13
26.374	10
26.376	14
26.378	5
26.381	2
26.383	3
26.385	14
26.387	12
26.390	13
26.392	10
26.394	14
26.397	12
26.399	11
26.401	4
26.403	11
26.406	12
26.408	14
26.410	13
26.412	13
26.415	9
26.417	14
26.419	11
26.421	15
26.424	14
26.426	13
26.428	14
26.430	10
26.433	13
26.435	8
26.437	14
26.439	13
26.442	14
26.444	11
26.446	13
26.448	12
26.451	13
26.453	13
26.455	15
26.458	9
26.460	14
26.462	14
26.464	11
26.467	15
26.469	15
26.471	12
26.473	13
26.476	15
26.478	6
26.480	10
26.482	15
26.485	11
26.487	9
26.489	11
26.491	4
26.494	1
26.496	8
26.498	12
26.500	12
26.503	13
26.505	12
26.507	15
26.509	14
26.512	15
26.514	14
26.516	13
26.519	16
26.521	14
26.523	14
26.525	13
26.528	12
26.530	14
26.532	13
26.534	10
26.537	4
26.539	4
26.541	5
26.543	3
26.546	13
26.548	14
26.550	16
26.552	14
26.555	11
26.557	14
26.559	12
26.561	12
26.564	14
26.566	16
26.568	13
26.570	15
26.573	12
26.575	12
26.577	3
26.580	11
26.582	12
26.584	7
26.586	14
26.589	12
26.591	12
26.593	3
26.595	13
26.598	14
26.600	12
26.602	13
26.604	14
26.607	10
26.609	7
26.611	12
26.613	11
26.616	13
26.618	12
26.620	11
26.622	13
26.625	15
26.627	12
26.629	13
26.632	0
26.634	13
26.636	13
26.638	12
26.641	10
26.643	3
26.645	9
26.647	12
26.650	11
26.652	7
26.654	13
26.656	11
26.659	13
26.661	16
26.663	13
26.665	12
26.668	13
26.670	12
26.672	10
26.674	13
26.677	12
26.679	11
26.681	10
26.683	12
26.686	10
26.688	15
26.690	11
26.693	13
26.695	12
26.697	13
26.699	10
26.702	9
26.704	15
26.706	14
26.708	3
26.711	9
26.713	13
26.715	5
26.717	0
26.720	0
26.722	12
26.724	9
26.726	6
26.729	13
26.731	0
26.733	13
26.735	14
26.738	7
26.740	2
26.742	12
26.744	11
26.747	5
26.749	12
26.751	9
26.754	10
26.756	14
26.758	13
26.760	12
26.763	11
26.765	12
26.767	8
26.769	3
26.772	15
26.774	15
26.776	15
26.778	12
26.781	11
26.783	1
26.785	4
26.787	0
26.790	15
26.792	15
26.794	12
26.796	14
26.799	3
26.801	4
26.803	13
26.805	13
26.808	13
26.810	12
26.812	2
26.815	10
26.817	12
26.819	12
26.821	13
26.824	12
26.826	13
26.828	9
26.830	12
26.833	9
26.835	13
26.837	11
26.839	10
26.842	12
26.844	14
26.846	9
26.848	6
26.851	11
26.853	12
26.855	11
26.857	8
26.860	9
26.862	13
26.864	5
26.867	6
26.869	14
26.871	0
26.873	10
26.876	8
26.878	8
26.880	8
26.882	9
26.885	6
26.887	6
26.889	12
26.891	10
26.894	11
26.896	10
26.898	12
26.900	14
26.903	3
26.905	13
26.907	16
26.909	13
26.912	14
26.914	9
26.916	10
26.918	13
26.921	12
26.923	10
26.925	13
26.928	13
26.930	13
26.932	9
26.934	10
26.937	2
26.939	12
26.941	7
26.943	4
26.946	4
26.948	11
26.950	5
26.952	8
26.955	10
26.957	13
26.959	11
26.961	8
26.964	13
26.966	9
26.968	14
26.970	9
26.973	13
26.975	11
26.977	13
26.979	13
26.982	14
26.984	13
26.986	13
26.989	6
26.991	5
26.993	6
26.995	13
26.998	13
27.000	12
27.002	13
27.004	10
27.007	8
27.009	9
27.011	12
27.013	11
27.016	1
27.018	11
27.020	11
27.022	12
27.025	9
27.027	13
27.029	11
27.031	13
27.034	6
27.036	3
27.038	3
27.040	13
27.043	10
27.045	6
27.047	10
27.050	9
27.052	12
27.054	12
27.056	13
27.059	9
27.061	12
27.063	10
27.065	13
27.068	13
27.070	12
27.072	12
27.074	7
27.077	4
27.079	4
27.081	4
27.083	4
27.086	3
27.088	11
27.090	14
27.092	15
27.095	13
27.097	14
27.099	13
27.102	12
27.104	14
27.106	11
27.108	15
27.111	12
27.113	12
27.115	10
27.117	14
27.120	13
27.122	11
27.124	3
27.126	3
27.129	11
27.131	11
27.133	10
27.135	0
27.138	8
27.140	8
27.142	6
27.144	10
27.147	0
27.149	6
27.151	12
27.153	6
27.156	11
27.158	6
27.160	1
27.163	12
27.165	13
27.167	9
27.169	8
27.172	0
27.174	7
27.176	7
27.178	4
27.181	14
27.183	12
27.185	8
27.187	3
27.190	12
27.192	4
27.194	12
27.196	8
27.199	14
27.201	11
27.203	10
27.205	11
27.208	14
27.210	14
27.212	7
27.214	7
27.217	10
27.219	6
27.221	12
27.224	12
27.226	13
27.228	14
27.230	13
27.233	14
27.235	14
27.237	11
27.239	13
27.242	13
27.244	10
27.246	14
27.248	12
27.251	4
27.253	13
27.255	13
27.257	15
27.260	14
27.262	12
27.264	0
27.266	12
27.269	13
27.271	12
27.273	11
27.275	6
27.278	12
27.280	15
27.282	13
27.285	15
27.287	12
27.289	13
27.291	14
27.294	13
27.296	12
27.298	11
27.300	8
27.303	8
27.305	12
27.307	12
27.309	4
27.312	4
27.314	13
27.316	13
27.318	11
27.321	2
27.323	12
27.325	9
27.327	11
27.330	2
27.332	12
27.334	11
27.337	9
27.339	7
27.341	7
27.343	2
27.346	6
27.348	13
27.350	11
27.352	10
27.355	7
27.357	0
27.359	4
27.361	6
27.364	5
27.366	3
27.368	6
27.370	2
27.373	6
27.375	1
27.377	5
27.379	2
27.382	2
27.384	7
27.386	3
27.388	4
27.391	5
27.393	5
27.395	7
27.398	0
27.400	3
27.402	3
27.404	9
27.405	10
27.407	11
27.409	10
27.411	12
27.413	11
27.415	13
27.416	8
27.418	10
27.420	10
27.422	2
27.424	5
27.426	6
27.427	4
27.429	11
27.431	11
27.433	10
27.435	5
27.437	0
27.439	6
27.440	8
27.442	13
27.444	9
27.446	11
